player,AD,VI,Ø,club,home,away,time,date,hashtag
Alex Bangura,7.0,7.0,7,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Tom Boere,6.0,6.0,6,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Michael Breij,6.5,7.0,6.75,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Mees Hoedemakers,6.0,6.0,6,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Jamie Jacobs,8.0,8.0,8,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Issa Kallon,6.5,6.5,6.5,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Tamás Kiss,5.0,5.0,5,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Calvin Mac-Intosch,6.5,7.0,6.75,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Robin Maulun,7.0,8.0,7.5,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
David Sambissa,---,---,---,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Doke Schmidt,6.5,6.5,6.5,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Erik Schouten,6.5,7.0,6.75,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Sonny Stevens,6.5,7.0,6.75,SC Cambuur,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Jesse Bosch,---,---,---,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Wout Brama,---,---,---,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Luca Everink,---,---,---,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Luka Ilić,3.0,4.0,3.5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Dimitris Limnios,---,---,---,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Queensy Menig,4.0,5.5,4.75,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Jayden Oosterwolde,4.0,5.0,4.5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Robin Pröpper,5.5,5.5,5.5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Michal Sadílek,5.0,5.0,5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Gijs Smal,5.0,5.0,5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Giovanni Troupée,5.5,6.0,5.75,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Manfred Ugalde,---,---,---,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Lars Unnerstall,6.0,7.0,6.5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Ricky van Wolfswinkel,5.0,5.5,5.25,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Michel Vlap,5.0,5.5,5.25,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Ramiz Zerrouki,5.0,5.0,5,FC Twente,SC Cambuur,FC Twente,18:45,2021-08-28,camtwe
Alex Bangura,6.0,6.5,6.25,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Michael Breij,6.0,5.5,5.75,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Maxim Gullit,---,---,---,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Mees Hoedemakers,6.5,6.0,6.25,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Jamie Jacobs,7.5,7.0,7.25,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Issa Kallon,6.0,5.5,5.75,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Calvin Mac-Intosch,6.0,6.0,6,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Mitchell Paulissen,6.0,5.5,5.75,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
David Sambissa,6.0,6.5,6.25,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Doke Schmidt,5.5,6.5,6,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Erik Schouten,6.5,6.0,6.25,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Sonny Stevens,6.0,7.0,6.5,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Jasper ter Heide,---,---,---,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Roberts Uldriķis,6.5,7.0,6.75,SC Cambuur,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Remco Balk,---,---,---,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Othmane Boussaid,6.0,6.5,6.25,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Anastasios Douvikas,5.0,5.5,5.25,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Willem Janssen,6.0,6.0,6,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Mimoun Mahi,---,---,---,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Maarten Paes,5.0,6.0,5.5,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Bart Ramselaar,5.0,5.5,5.25,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Moussa Sylla,6.0,7.0,6.5,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Hidde ter Avest,6.0,6.5,6.25,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Quinten Timber,6.5,6.0,6.25,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Sander van de Streek,---,---,---,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Mark van der Maarel,5.5,6.5,6,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Joris van Overeem,5.5,7.0,6.25,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Django Warmerdam,5.0,6.5,5.75,FC Utrecht,SC Cambuur,FC Utrecht,20:00,2021-11-21,camutr
Alex Bangura,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Tom Boere,5.0,5.0,5,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Sam Hendriks,---,---,---,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Mees Hoedemakers,6.5,5.0,5.75,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Jamie Jacobs,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Issa Kallon,6.0,5.5,5.75,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Filip Krastev,---,---,---,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Calvin Mac-Intosch,6.0,6.0,6,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Robin Maulun,6.0,6.0,6,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Mitchell Paulissen,---,---,---,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
David Sambissa,7.0,8.0,7.5,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Doke Schmidt,6.0,5.5,5.75,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Erik Schouten,6.0,6.0,6,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Sonny Stevens,5.5,5.5,5.5,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Marco Tol,---,---,---,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Roberts Uldriķis,---,---,---,SC Cambuur,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Fredrik Aursnes,6.5,7.0,6.75,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Justin Bijlow,6.0,6.0,6,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Lutsharel Geertruida,---,---,---,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Orkun Kökçü,6.5,7.0,6.75,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Bryan Linssen,7.0,7.5,7.25,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Tyrell Malacia,6.0,6.5,6.25,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Reiss Nelson,---,---,---,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Marcus Pedersen,6.0,6.0,6,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Marcos Senesi,6.0,6.5,6.25,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Luis Sinisterra,6.5,7.0,6.75,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Guus Til,6.5,6.0,6.25,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Jens Toornstra,6.0,7.5,6.75,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Gernot Trauner,7.0,7.0,7,Feyenoord,SC Cambuur,Feyenoord,14:30,2021-10-24,camfey
Alex Bangura,7.0,6.5,6.75,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Tom Boere,7.5,8.5,8,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Michael Breij,5.5,5.5,5.5,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Maxim Gullit,---,---,---,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Mees Hoedemakers,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Jamie Jacobs,7.0,6.5,6.75,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Issa Kallon,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Tamás Kiss,---,---,---,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Filip Krastev,---,---,---,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Calvin Mac-Intosch,6.0,6.0,6,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Robin Maulun,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Mitchell Paulissen,---,---,---,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Doke Schmidt,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Sonny Stevens,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Marco Tol,6.5,6.0,6.25,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Jhondly van der Meer,---,---,---,SC Cambuur,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Justin Bakker,4.5,5.0,4.75,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Martijn Berden,5.0,5.5,5.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Giannis Botos,5.5,5.0,5.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Luuk Brouwers,7.0,7.5,7.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Córdoba,6.5,7.5,7,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Mats Deijl,6.0,6.5,6.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Warner Hahn,5.0,5.0,5,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Ogechika Heil,5.0,6.0,5.5,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Bas Kuipers,5.0,5.5,5.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Isac Lidberg,5.0,5.5,5.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Boyd Lucassen,5.5,5.0,5.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Marc Cardona,6.0,5.5,5.75,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Gerrit Nauber,4.5,6.0,5.25,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Ragnar Oratmangoen,5.0,6.0,5.5,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Philippe Rommens,---,---,---,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Turan Tuzlacık,---,---,---,Go Ahead Eagles,SC Cambuur,Go Ahead Eagles,18:45,2021-09-11,camgae
Alex Bangura,6.0,6.5,6.25,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Tom Boere,6.0,6.5,6.25,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Michael Breij,6.5,7.5,7,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Mees Hoedemakers,7.0,7.0,7,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Jamie Jacobs,6.5,5.5,6,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Issa Kallon,6.5,6.0,6.25,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Tamás Kiss,---,---,---,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Calvin Mac-Intosch,6.0,6.5,6.25,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Robin Maulun,6.5,6.0,6.25,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Mitchell Paulissen,---,---,---,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Doke Schmidt,6.0,5.5,5.75,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Sonny Stevens,7.0,6.5,6.75,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Jasper ter Heide,---,---,---,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Jhondly van der Meer,6.5,6.0,6.25,SC Cambuur,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Mohamed Amissi,---,---,---,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Ismail Azzaoui,---,---,---,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Sinan Bakış,5.0,7.5,6.25,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Bilal Başaçıkoğlu,4.5,6.0,5.25,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Janis Blaswich,5.0,5.5,5.25,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Delano Burgzorg,5.0,5.0,5,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Luca de la Torre,5.5,7.0,6.25,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Noah Fadiga,5.0,6.5,5.75,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Mats Knoester,5.0,7.0,6,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Mateo Leš,---,---,---,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Giacomo Quagliata,5.0,6.5,5.75,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Marco Rente,5.0,6.5,5.75,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Lucas Schoofs,5.5,6.5,6,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Kaj Sierhuis,6.0,6.5,6.25,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Rai Vloet,6.0,6.0,6,Heracles Almelo,SC Cambuur,Heracles Almelo,18:45,2021-09-23,camher
Alex Bangura,6.5,6.0,6.25,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Tom Boere,5.5,5.5,5.5,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Michael Breij,---,---,---,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Mees Hoedemakers,6.0,6.0,6,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Jamie Jacobs,5.5,4.5,5,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Patrick Joosten,6.0,6.0,6,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Issa Kallon,6.0,6.5,6.25,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Calvin Mac-Intosch,5.0,5.0,5,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Robin Maulun,5.0,5.5,5.25,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Mitchell Paulissen,---,---,---,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
David Sambissa,---,---,---,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Doke Schmidt,5.0,4.5,4.75,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Erik Schouten,5.0,5.0,5,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Sonny Stevens,5.5,5.0,5.25,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Marco Tol,5.5,6.0,5.75,SC Cambuur,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Djavan Anderson,6.5,6.0,6.25,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Pelle Clement,6.5,6.5,6.5,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Oussama Darfalou,7.0,7.5,7.25,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Max de Waal,---,---,---,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Mees de Wit,7.5,8.0,7.75,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Dean Huiberts,5.5,5.5,5.5,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Kostas Lamprou,5.0,4.5,4.75,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Yuta Nakayama,6.0,6.5,6.25,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Daishawn Redan,8.0,8.0,8,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Eliano Reijnders,6.0,5.0,5.5,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Mustafa Saymak,6.5,5.0,5.75,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Rico Strieder,6.0,5.5,5.75,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Rav van den Berg,---,---,---,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Maikel van der Werff,5.0,4.0,4.5,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Bram van Polen,6.5,6.5,6.5,PEC Zwolle,SC Cambuur,PEC Zwolle,18:45,2022-02-12,campec
Alex Bangura,6.5,7.0,6.75,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Nick Doodeman,---,---,---,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Maxim Gullit,---,---,---,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Mees Hoedemakers,6.5,6.0,6.25,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Jamie Jacobs,5.0,5.0,5,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Issa Kallon,6.0,6.0,6,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Calvin Mac-Intosch,6.0,5.0,5.5,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Robin Maulun,6.5,6.0,6.25,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Mitchell Paulissen,---,---,---,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Doke Schmidt,---,---,---,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Erik Schouten,6.0,5.5,5.75,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Sonny Stevens,6.0,6.5,6.25,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Marco Tol,---,---,---,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Roberts Uldriķis,6.5,7.5,7,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Jhondly van der Meer,6.5,5.0,5.75,SC Cambuur,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Hamdi Akujobi,6.0,6.0,6,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Nick Bakker,6.0,6.5,6.25,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Siem de Jong,6.0,6.0,6,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Tibor Halilović,6.0,6.5,6.25,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Rami Kaib,6.5,6.5,6.5,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Nicolas Madsen,6.0,6.0,6,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Xavier Mous,6.0,6.5,6.25,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Anthony Musaba,7.0,6.0,6.5,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Benjamin Nygren,---,---,---,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Filip Stevanović,---,---,---,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Sven van Beek,6.5,7.0,6.75,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Milan van Ewijk,5.0,6.5,5.75,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Henk Veerman,7.0,7.5,7.25,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Joey Veerman,6.0,6.0,6,sc Heerenveen,SC Cambuur,sc Heerenveen,12:15,2021-12-19,camhee
Alex Bangura,6.0,7.0,6.5,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Michael Breij,---,---,---,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Nick Doodeman,5.5,5.0,5.25,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Sam Hendriks,---,---,---,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Jamie Jacobs,6.0,5.0,5.5,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Patrick Joosten,6.5,6.0,6.25,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Calvin Mac-Intosch,6.5,6.5,6.5,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Robin Maulun,5.0,5.5,5.25,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Mitchell Paulissen,5.0,6.0,5.5,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Erik Schouten,6.0,6.5,6.25,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Sonny Stevens,6.5,7.0,6.75,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Roberts Uldriķis,5.0,6.0,5.5,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Jhondly van der Meer,5.0,6.5,5.75,SC Cambuur,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Dirk Abels,5.5,6.5,6,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Tom Beugelsdijk,5.0,6.5,5.75,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Tim Coremans,4.0,4.5,4.25,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Dalmau,6.0,7.5,6.75,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Emanuel Emegha,---,---,---,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Laurent Jans,5.0,6.5,5.75,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Giannis Masouras,4.5,5.0,4.75,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Aaron Meijers,6.5,5.5,6,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Sven Mijnans,7.0,6.0,6.5,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Younes Namli,6.5,6.0,6.25,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Bryan Smeets,---,---,---,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Lennart Thy,6.5,5.5,6,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Vito van Crooij,6.5,6.0,6.25,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Bart Vriends,6.0,6.5,6.25,Sparta Rotterdam,SC Cambuur,Sparta Rotterdam,14:30,2022-01-16,camspa
Alex Bangura,4.5,5.5,5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
